event_id,match_id,home_team,away_team,team,opponent,player,position,shirt_number,minute,second,event_type,x,y,outcome,xg
2357,3,Kwara United,Katsina United,Katsina United,Kwara United,Godwin Usman,LW,16,74,48,Corner,72.62,23.3,Complete,0.0
2358,3,Kwara United,Katsina United,Kwara United,Katsina United,Kelechi Adebayo,GK,28,74,49,Successful Dribble,72.33,61.03,Complete,0.0
2359,3,Kwara United,Katsina United,Kwara United,Katsina United,Ifeanyi Usman,GK,16,74,50,Turnover,10.05,27.59,Complete,0.0
2360,3,Kwara United,Katsina United,Katsina United,Kwara United,Ikechukwu Etim,GK,6,74,53,Offside,93.87,44.37,Complete,0.0
2361,3,Kwara United,Katsina United,Katsina United,Kwara United,Chukwuemeka Eze,CM,10,74,56,Pass,82.42,23.63,Complete,0.0
2362,3,Kwara United,Katsina United,Katsina United,Kwara United,Emmanuel Abubakar,CDM,14,74,56,Progressive Pass,96.64,35.07,Incomplete,0.0
2363,3,Kwara United,Katsina United,Katsina United,Kwara United,Emmanuel Balogun,CDM,18,74,57,Pass,14.24,60.38,Incomplete,0.0
2364,3,Kwara United,Katsina United,Kwara United,Katsina United,Kelechi Adebayo,GK,28,75,5,Pass,94.61,66.76,Complete,0.0
2365,3,Kwara United,Katsina United,Kwara United,Katsina United,Sani Okoye,RB,7,75,14,Interception,24.23,27.49,Complete,0.0
2366,3,Kwara United,Katsina United,Katsina United,Kwara United,Chukwuemeka Eze,CM,10,75,14,Pass,35.71,28.6,Complete,0.0
2367,3,Kwara United,Katsina United,Katsina United,Kwara United,Ikechukwu Etim,GK,6,75,21,Dangerous Pass,80.92,45.25,Complete,0.0
2368,3,Kwara United,Katsina United,Katsina United,Kwara United,Joseph Chukwu,CB,29,75,22,Pass,59.64,7.71,Incomplete,0.0
2369,3,Kwara United,Katsina United,Katsina United,Kwara United,Emmanuel Balogun,CDM,18,75,28,Big Chance,98.92,33.93,On Target,0.506
2370,3,Kwara United,Katsina United,Katsina United,Kwara United,Adewale Adeyemi,CDM,23,75,38,Turnover,74.13,80.0,Complete,0.0
2371,3,Kwara United,Katsina United,Katsina United,Kwara United,Yusuf Adeyemi,CM,4,75,50,Interception,87.06,0.0,Complete,0.0
2372,3,Kwara United,Katsina United,Kwara United,Katsina United,Uche Etim,LW,17,75,52,Turnover,52.63,28.35,Complete,0.0
2373,3,Kwara United,Katsina United,Kwara United,Katsina United,Kunle Mustapha,LB,24,76,5,Turnover,35.03,48.75,Complete,0.0
2374,3,Kwara United,Katsina United,Kwara United,Katsina United,Ifeanyi Usman,GK,16,76,17,Corner,99.49,49.41,Complete,0.0
2375,3,Kwara United,Katsina United,Katsina United,Kwara United,Uche Osazuwa,LB,15,76,29,Turnover,18.81,57.49,Complete,0.0
2376,3,Kwara United,Katsina United,Katsina United,Kwara United,Emmanuel Abubakar,CDM,14,76,37,Progressive Pass,11.17,46.92,Complete,0.0
2377,3,Kwara United,Katsina United,Katsina United,Kwara United,Abubakar Ojo,RB,19,76,46,Tackle,88.49,72.82,Complete,0.0
2378,3,Kwara United,Katsina United,Kwara United,Katsina United,Segun Chukwuma,ST,14,77,0,Yellow Card,87.97,45.58,Complete,0.0
2379,3,Kwara United,Katsina United,Katsina United,Kwara United,Victor Mustapha,LW,7,77,2,Pass,10.2,37.4,Complete,0.0
2380,3,Kwara United,Katsina United,Kwara United,Katsina United,Godwin Adeyemi,CB,6,77,22,Dangerous Pass,100.42,44.96,Complete,0.0
2381,3,Kwara United,Katsina United,Kwara United,Katsina United,Kelechi Balogun,CB,9,77,25,Foul,62.09,31.89,Complete,0.0
2382,3,Kwara United,Katsina United,Kwara United,Katsina United,Uche Etim,LW,17,77,38,Pass,60.31,15.89,Complete,0.0
2383,3,Kwara United,Katsina United,Kwara United,Katsina United,Success Ogundele,LW,25,77,44,Pass,74.51,4.9,Incomplete,0.0
2384,3,Kwara United,Katsina United,Katsina United,Kwara United,Emmanuel Abubakar,CDM,14,77,49,Pass,6.28,7.35,Complete,0.0
2385,3,Kwara United,Katsina United,Kwara United,Katsina United,Godwin Adeyemi,CB,6,77,49,Pass,4.86,34.15,Complete,0.0
2386,3,Kwara United,Katsina United,Kwara United,Katsina United,Ifeanyi Usman,GK,16,77,57,Pass,75.63,21.77,Complete,0.0
2387,3,Kwara United,Katsina United,Kwara United,Katsina United,Bayo Okonkwo,RB,22,77,58,Tackle,48.32,55.41,Complete,0.0
2388,3,Kwara United,Katsina United,Kwara United,Katsina United,Success Ogundele,LW,25,77,58,Tackle,34.6,76.6,Complete,0.0
2389,3,Kwara United,Katsina United,Kwara United,Katsina United,Kelechi Balogun,CB,9,77,59,Tackle,17.3,22.39,Complete,0.0
2390,3,Kwara United,Katsina United,Kwara United,Katsina United,Divine Ojo,LW,21,78,1,Foul,25.94,48.14,Complete,0.0
2391,3,Kwara United,Katsina United,Katsina United,Kwara United,Uche Osazuwa,LB,15,78,18,Tackle,52.58,22.08,Complete,0.0
2392,3,Kwara United,Katsina United,Kwara United,Katsina United,Divine Ojo,LW,21,78,31,Shot,101.87,49.91,Off Target,0.27
2393,3,Kwara United,Katsina United,Katsina United,Kwara United,Emmanuel Adisa,CAM,1,78,34,Pass,25.02,26.11,Complete,0.0
2394,3,Kwara United,Katsina United,Kwara United,Katsina United,Sani Okoye,RB,7,78,37,Pass,8.84,0.0,Complete,0.0
2395,3,Kwara United,Katsina United,Kwara United,Katsina United,Samuel Ndukwe,RW,10,78,40,Cross,86.71,0.0,Complete,0.0
2396,3,Kwara United,Katsina United,Katsina United,Kwara United,Emmanuel Abubakar,CDM,14,78,47,Turnover,42.97,16.22,Complete,0.0
2397,3,Kwara United,Katsina United,Kwara United,Katsina United,Segun Chukwuma,ST,14,79,0,Successful Dribble,30.01,12.46,Complete,0.0
2398,3,Kwara United,Katsina United,Kwara United,Katsina United,Kunle Mustapha,LB,24,79,1,Turnover,41.47,48.73,Complete,0.0
2399,3,Kwara United,Katsina United,Kwara United,Katsina United,Samuel Ndukwe,RW,10,79,11,Pass,76.08,34.14,Complete,0.0
2400,3,Kwara United,Katsina United,Katsina United,Kwara United,Godwin Usman,LW,16,79,15,Foul,86.78,47.74,Complete,0.0
2401,3,Kwara United,Katsina United,Kwara United,Katsina United,Segun Chukwuma,ST,14,79,37,Interception,34.04,36.27,Complete,0.0
2402,3,Kwara United,Katsina United,Kwara United,Katsina United,Chidi Adeyemi,RB,12,79,41,Tackle,24.48,70.04,Complete,0.0
2403,3,Kwara United,Katsina United,Katsina United,Kwara United,Chukwuemeka Eze,CM,10,79,44,Cross,71.36,44.82,Complete,0.0
2404,3,Kwara United,Katsina United,Kwara United,Katsina United,Bayo Okonkwo,RB,22,79,51,Pass,62.25,18.18,Incomplete,0.0
2405,3,Kwara United,Katsina United,Katsina United,Kwara United,Musa Ibrahim,LB,17,79,55,Interception,86.17,43.76,Complete,0.0
2406,3,Kwara United,Katsina United,Katsina United,Kwara United,Emmanuel Balogun,CDM,18,79,56,Pass,6.49,2.86,Complete,0.0
2407,3,Kwara United,Katsina United,Kwara United,Katsina United,Samuel Ndukwe,RW,10,79,59,Pass,59.37,0.0,Incomplete,0.0
2408,3,Kwara United,Katsina United,Kwara United,Katsina United,Chidi Adeyemi,RB,12,80,11,Successful Dribble,41.69,54.92,Complete,0.0
2409,3,Kwara United,Katsina United,Katsina United,Kwara United,Ikechukwu Etim,GK,6,80,14,Turnover,78.27,68.77,Complete,0.0
2410,3,Kwara United,Katsina United,Katsina United,Kwara United,Emmanuel Balogun,CDM,18,80,15,Pass,104.34,46.26,Incomplete,0.0
2411,3,Kwara United,Katsina United,Katsina United,Kwara United,Chukwuemeka Eze,CM,10,80,27,Shot,104.02,42.18,On Target,0.321
2412,3,Kwara United,Katsina United,Kwara United,Katsina United,Kelechi Ojo,RW,3,80,34,Shot on Target,93.93,27.47,On Target,0.179
2413,3,Kwara United,Katsina United,Katsina United,Kwara United,Chukwuemeka Eze,CM,10,80,39,Tackle,61.14,51.27,Complete,0.0
2414,3,Kwara United,Katsina United,Kwara United,Katsina United,Victor Lawal,CAM,29,80,50,Turnover,88.54,67.78,Complete,0.0
2415,3,Kwara United,Katsina United,Katsina United,Kwara United,Ikechukwu Etim,GK,6,80,52,Pass,113.25,30.25,Complete,0.0
2416,3,Kwara United,Katsina United,Kwara United,Katsina United,Kelechi Ojo,RW,3,80,53,Turnover,86.03,35.8,Complete,0.0
2417,3,Kwara United,Katsina United,Kwara United,Katsina United,Success Ogundele,LW,25,80,57,Yellow Card,92.04,54.0,Complete,0.0
2418,3,Kwara United,Katsina United,Kwara United,Katsina United,Chidi Adeyemi,RB,12,81,6,Pass,45.33,80.0,Complete,0.0
2419,3,Kwara United,Katsina United,Katsina United,Kwara United,Emmanuel Balogun,CDM,18,81,25,Dangerous Pass,116.17,72.56,Complete,0.0
2420,3,Kwara United,Katsina United,Kwara United,Katsina United,Chidi Adeyemi,RB,12,81,39,Pass,17.86,19.02,Complete,0.0
2421,3,Kwara United,Katsina United,Kwara United,Katsina United,Kunle Mustapha,LB,24,81,42,Tackle,70.51,25.84,Complete,0.0
2422,3,Kwara United,Katsina United,Katsina United,Kwara United,Victor Mustapha,LW,7,81,44,Tackle,32.81,24.19,Complete,0.0
2423,3,Kwara United,Katsina United,Katsina United,Kwara United,Yusuf Adeyemi,CM,4,81,52,Foul,31.19,55.65,Complete,0.0
2424,3,Kwara United,Katsina United,Kwara United,Katsina United,Segun Chukwuma,ST,14,81,59,Corner,92.6,80.0,Complete,0.0
2425,3,Kwara United,Katsina United,Kwara United,Katsina United,Ifeanyi Usman,GK,16,82,1,Interception,76.56,28.79,Complete,0.0
2426,3,Kwara United,Katsina United,Katsina United,Kwara United,Emmanuel Adisa,CAM,1,82,4,Offside,49.58,21.93,Complete,0.0
2427,3,Kwara United,Katsina United,Katsina United,Kwara United,Abubakar Ojo,RB,19,82,5,Cross,79.68,0.0,Complete,0.0
2428,3,Kwara United,Katsina United,Katsina United,Kwara United,Yusuf Adeyemi,CM,4,82,8,Pass,72.84,31.35,Complete,0.0
2429,3,Kwara United,Katsina United,Katsina United,Kwara United,Joseph Chukwu,CB,29,82,9,Progressive Pass,41.96,11.45,Complete,0.0
2430,3,Kwara United,Katsina United,Katsina United,Kwara United,Emmanuel Abubakar,CDM,14,82,13,Foul,61.47,46.9,Complete,0.0
2431,3,Kwara United,Katsina United,Katsina United,Kwara United,Victor Mustapha,LW,7,82,19,Pass,60.1,0.0,Complete,0.0
2432,3,Kwara United,Katsina United,Katsina United,Kwara United,Adewale Mustapha,ST,2,82,28,Tackle,21.03,80.0,Complete,0.0
2433,3,Kwara United,Katsina United,Katsina United,Kwara United,Emmanuel Abubakar,CDM,14,82,30,Progressive Pass,5.51,67.11,Complete,0.0
2434,3,Kwara United,Katsina United,Kwara United,Katsina United,Kunle Bello,ST,23,82,45,Progressive Pass,110.73,75.29,Complete,0.0
2435,3,Kwara United,Katsina United,Kwara United,Katsina United,Success Ogundele,LW,25,82,56,Interception,42.58,60.53,Complete,0.0
2436,3,Kwara United,Katsina United,Katsina United,Kwara United,Ikechukwu Etim,GK,6,83,4,Progressive Pass,20.78,16.26,Complete,0.0
2437,3,Kwara United,Katsina United,Kwara United,Katsina United,Success Ogundele,LW,25,83,9,Interception,85.94,45.83,Complete,0.0
2438,3,Kwara United,Katsina United,Kwara United,Katsina United,Victor Lawal,CAM,29,83,10,Pass,10.48,64.82,Complete,0.0
2439,3,Kwara United,Katsina United,Katsina United,Kwara United,Yusuf Adeyemi,CM,4,83,22,Pass,33.15,38.84,Complete,0.0
2440,3,Kwara United,Katsina United,Kwara United,Katsina United,Victor Lawal,CAM,29,83,22,Successful Dribble,77.96,44.54,Complete,0.0
2441,3,Kwara United,Katsina United,Katsina United,Kwara United,Adewale Mustapha,ST,2,83,27,Progressive Pass,50.27,39.88,Complete,0.0
2442,3,Kwara United,Katsina United,Katsina United,Kwara United,Chukwuemeka Eze,CM,10,83,33,Cross,84.6,48.67,Complete,0.0
2443,3,Kwara United,Katsina United,Kwara United,Katsina United,Kelechi Adebayo,GK,28,83,42,Dangerous Pass,112.0,38.59,Complete,0.0
2444,3,Kwara United,Katsina United,Kwara United,Katsina United,Ifeanyi Usman,GK,16,83,42,Cross,93.25,39.7,Complete,0.0
2445,3,Kwara United,Katsina United,Kwara United,Katsina United,Samuel Ndukwe,RW,10,83,48,Pass,61.38,31.04,Complete,0.0
2446,3,Kwara United,Katsina United,Kwara United,Katsina United,Kelechi Balogun,CB,9,83,57,Turnover,70.81,53.3,Complete,0.0
2447,3,Kwara United,Katsina United,Katsina United,Kwara United,Emmanuel Balogun,CDM,18,84,0,Corner,71.46,21.38,Complete,0.0
2448,3,Kwara United,Katsina United,Kwara United,Katsina United,Success Ogundele,LW,25,84,3,Shot,109.71,34.04,Off Target,0.368
2449,3,Kwara United,Katsina United,Katsina United,Kwara United,Emmanuel Abubakar,CDM,14,84,10,Corner,116.96,80.0,Complete,0.0
2450,3,Kwara United,Katsina United,Katsina United,Kwara United,Emmanuel Balogun,CDM,18,84,21,Pass,93.87,3.85,Incomplete,0.0
2451,3,Kwara United,Katsina United,Kwara United,Katsina United,Godwin Adeyemi,CB,6,84,25,Big Chance,106.18,45.7,On Target,0.584
2452,3,Kwara United,Katsina United,Katsina United,Kwara United,Emeka Adebayo,LW,12,85,3,Successful Dribble,84.48,47.09,Complete,0.0
2453,3,Kwara United,Katsina United,Kwara United,Katsina United,Bayo Okonkwo,RB,22,85,7,Pass,87.47,16.03,Complete,0.0
2454,3,Kwara United,Katsina United,Kwara United,Katsina United,Victor Lawal,CAM,29,85,15,Tackle,88.87,41.13,Complete,0.0
2455,3,Kwara United,Katsina United,Katsina United,Kwara United,Adewale Adeyemi,CDM,23,85,19,Pass,4.81,25.68,Incomplete,0.0
2456,3,Kwara United,Katsina United,Kwara United,Katsina United,Kunle Bello,ST,23,85,20,Yellow Card,59.62,18.91,Complete,0.0
2457,3,Kwara United,Katsina United,Kwara United,Katsina United,Divine Ojo,LW,21,85,24,Foul,18.67,0.0,Complete,0.0
2458,3,Kwara United,Katsina United,Katsina United,Kwara United,Emmanuel Abubakar,CDM,14,85,36,Cross,76.09,48.05,Complete,0.0
2459,3,Kwara United,Katsina United,Katsina United,Kwara United,Emmanuel Balogun,CDM,18,85,37,Foul,72.34,48.57,Complete,0.0
2460,3,Kwara United,Katsina United,Kwara United,Katsina United,Sani Okoye,RB,7,85,42,Interception,80.86,26.12,Complete,0.0
2461,3,Kwara United,Katsina United,Kwara United,Katsina United,Uche Etim,LW,17,85,53,Pass,37.71,41.95,Complete,0.0
2462,3,Kwara United,Katsina United,Kwara United,Katsina United,Godwin Adeyemi,CB,6,86,2,Big Chance,113.88,47.19,On Target,0.645
2463,3,Kwara United,Katsina United,Katsina United,Kwara United,Godwin Usman,LW,16,86,5,Pass,30.91,44.59,Complete,0.0
2464,3,Kwara United,Katsina United,Kwara United,Katsina United,Victor Lawal,CAM,29,86,21,Cross,100.76,13.34,Complete,0.0
2465,3,Kwara United,Katsina United,Katsina United,Kwara United,Adewale Adeyemi,CDM,23,86,22,Pass,42.71,26.19,Incomplete,0.0
2466,3,Kwara United,Katsina United,Kwara United,Katsina United,Samuel Ndukwe,RW,10,86,32,Pass,19.95,30.0,Complete,0.0
2467,3,Kwara United,Katsina United,Kwara United,Katsina United,Samuel Ndukwe,RW,10,86,36,Big Chance,103.5,31.93,Off Target,0.546
2468,3,Kwara United,Katsina United,Katsina United,Kwara United,Yusuf Adeyemi,CM,4,86,39,Pass,16.94,18.34,Complete,0.0
2469,3,Kwara United,Katsina United,Kwara United,Katsina United,Bayo Okonkwo,RB,22,86,51,Progressive Pass,14.23,31.38,Complete,0.0
2470,3,Kwara United,Katsina United,Katsina United,Kwara United,Ikechukwu Etim,GK,6,87,6,Pass,18.98,34.46,Complete,0.0
2471,3,Kwara United,Katsina United,Kwara United,Katsina United,Kelechi Balogun,CB,9,87,7,Pass,13.06,56.99,Complete,0.0
2472,3,Kwara United,Katsina United,Katsina United,Kwara United,Uche Osazuwa,LB,15,87,19,Pass,54.91,37.6,Complete,0.0
2473,3,Kwara United,Katsina United,Kwara United,Katsina United,Sani Okoye,RB,7,87,30,Tackle,73.67,50.1,Complete,0.0
2474,3,Kwara United,Katsina United,Katsina United,Kwara United,Emeka Adebayo,LW,12,87,38,Shot on Target,104.5,55.63,Off Target,0.255
2475,3,Kwara United,Katsina United,Kwara United,Katsina United,Bayo Okonkwo,RB,22,87,41,Tackle,65.89,34.0,Complete,0.0
2476,3,Kwara United,Katsina United,Katsina United,Kwara United,Emmanuel Abubakar,CDM,14,87,42,Turnover,75.37,62.13,Complete,0.0
2477,3,Kwara United,Katsina United,Kwara United,Katsina United,Kelechi Balogun,CB,9,87,46,Corner,105.59,58.0,Complete,0.0
2478,3,Kwara United,Katsina United,Katsina United,Kwara United,Adewale Mustapha,ST,2,87,47,Shot,110.65,32.64,On Target,0.368
2479,3,Kwara United,Katsina United,Katsina United,Kwara United,Emmanuel Balogun,CDM,18,87,49,Shot on Target,119.05,54.2,Off Target,0.342
2480,3,Kwara United,Katsina United,Kwara United,Katsina United,Kunle Bello,ST,23,87,52,Dangerous Pass,79.38,30.91,Incomplete,0.0
2481,3,Kwara United,Katsina United,Kwara United,Katsina United,Kelechi Ojo,RW,3,88,4,Pass,44.49,31.47,Complete,0.0
2482,3,Kwara United,Katsina United,Kwara United,Katsina United,Kelechi Balogun,CB,9,88,5,Interception,26.65,39.6,Complete,0.0
2483,3,Kwara United,Katsina United,Katsina United,Kwara United,Uche Osazuwa,LB,15,88,6,Progressive Pass,110.4,7.16,Complete,0.0
2484,3,Kwara United,Katsina United,Kwara United,Katsina United,Victor Lawal,CAM,29,88,8,Offside,117.91,43.29,Complete,0.0
2485,3,Kwara United,Katsina United,Kwara United,Katsina United,Kelechi Balogun,CB,9,88,9,Shot,108.13,68.37,On Target,0.158
2486,3,Kwara United,Katsina United,Katsina United,Kwara United,Emeka Adebayo,LW,12,88,10,Pass,53.5,56.33,Complete,0.0
2487,3,Kwara United,Katsina United,Kwara United,Katsina United,Divine Ojo,LW,21,88,13,Cross,99.87,46.81,Incomplete,0.0
2488,3,Kwara United,Katsina United,Katsina United,Kwara United,Ikechukwu Etim,GK,6,88,19,Pass,119.04,39.51,Complete,0.0
2489,3,Kwara United,Katsina United,Kwara United,Katsina United,Godwin Adeyemi,CB,6,88,22,Progressive Pass,101.43,64.36,Complete,0.0
2490,3,Kwara United,Katsina United,Kwara United,Katsina United,Kelechi Ojo,RW,3,88,38,Shot,103.72,25.28,Off Target,0.256
2491,3,Kwara United,Katsina United,Kwara United,Katsina United,Uche Etim,LW,17,88,50,Turnover,72.78,60.0,Complete,0.0
2492,3,Kwara United,Katsina United,Katsina United,Kwara United,Uche Osazuwa,LB,15,88,53,Successful Dribble,69.91,12.22,Complete,0.0
2493,3,Kwara United,Katsina United,Kwara United,Katsina United,Chidi Adeyemi,RB,12,89,5,Turnover,50.88,45.22,Complete,0.0
2494,3,Kwara United,Katsina United,Katsina United,Kwara United,Adewale Adeyemi,CDM,23,89,23,Pass,51.81,23.12,Complete,0.0
2495,3,Kwara United,Katsina United,Katsina United,Kwara United,Godwin Usman,LW,16,89,24,Turnover,21.74,47.53,Complete,0.0
2496,3,Kwara United,Katsina United,Katsina United,Kwara United,Yusuf Adeyemi,CM,4,89,29,Pass,55.4,80.0,Incomplete,0.0
2497,3,Kwara United,Katsina United,Katsina United,Kwara United,Emmanuel Abubakar,CDM,14,89,48,Pass,78.44,80.0,Complete,0.0
2498,3,Kwara United,Katsina United,Kwara United,Katsina United,Kelechi Balogun,CB,9,90,44,Successful Dribble,63.4,17.42,Complete,0.0
2499,3,Kwara United,Katsina United,Kwara United,Katsina United,Segun Chukwuma,ST,14,90,53,Tackle,51.34,23.59,Complete,0.0
2500,4,Nasarawa United,Enyimba,Enyimba,Nasarawa United,Yemi Yakubu,CDM,20,0,8,Progressive Pass,104.85,22.25,Incomplete,0.0
2501,4,Nasarawa United,Enyimba,Enyimba,Nasarawa United,Adewale Usman,CDM,26,0,13,Pass,36.87,75.07,Complete,0.0
2502,4,Nasarawa United,Enyimba,Enyimba,Nasarawa United,Aliyu Balogun,CDM,15,0,14,Dangerous Pass,87.9,52.72,Complete,0.0
2503,4,Nasarawa United,Enyimba,Enyimba,Nasarawa United,Peter Egwuekwe,LB,28,0,15,Pass,57.03,36.34,Complete,0.0
2504,4,Nasarawa United,Enyimba,Enyimba,Nasarawa United,Aliyu Balogun,CDM,15,0,15,Successful Dribble,102.13,14.12,Complete,0.0
2505,4,Nasarawa United,Enyimba,Enyimba,Nasarawa United,Kelechi Ekong,ST,10,0,20,Successful Dribble,112.77,64.67,Complete,0.0
2506,4,Nasarawa United,Enyimba,Nasarawa United,Enyimba,Sani Ogbeide,LW,5,0,25,Pass,58.47,24.73,Complete,0.0
2507,4,Nasarawa United,Enyimba,Nasarawa United,Enyimba,Victor Okonkwo,CB,24,0,28,Successful Dribble,31.34,21.7,Complete,0.0
2508,4,Nasarawa United,Enyimba,Nasarawa United,Enyimba,Sani Ibrahim,ST,8,0,33,Pass,32.15,68.17,Complete,0.0
2509,4,Nasarawa United,Enyimba,Nasarawa United,Enyimba,Emeka Sanni,LW,29,0,42,Successful Dribble,55.74,56.83,Complete,0.0
2510,4,Nasarawa United,Enyimba,Nasarawa United,Enyimba,Sani Ogbeide,LW,5,0,44,Interception,84.77,61.0,Complete,0.0
2511,4,Nasarawa United,Enyimba,Enyimba,Nasarawa United,Kelechi Ekong,ST,10,0,48,Pass,39.53,62.22,Complete,0.0
2512,4,Nasarawa United,Enyimba,Nasarawa United,Enyimba,Victor Okonkwo,CB,24,0,51,Pass,24.13,52.87,Complete,0.0
2513,4,Nasarawa United,Enyimba,Nasarawa United,Enyimba,Samuel Nwankwo,ST,28,0,55,Interception,38.66,1.53,Complete,0.0
2514,4,Nasarawa United,Enyimba,Nasarawa United,Enyimba,Daniel Oyelaran,RW,25,1,14,Corner,84.04,47.54,Complete,0.0
2515,4,Nasarawa United,Enyimba,Nasarawa United,Enyimba,Chidi Usman,CDM,2,1,38,Pass,29.87,50.28,Complete,0.0
2516,4,Nasarawa United,Enyimba,Nasarawa United,Enyimba,Samuel Nwankwo,ST,28,1,40,Foul,45.91,74.58,Complete,0.0
2517,4,Nasarawa United,Enyimba,Nasarawa United,Enyimba,Yusuf Sanni,CDM,1,1,41,Pass,1.68,49.24,Complete,0.0
2518,4,Nasarawa United,Enyimba,Nasarawa United,Enyimba,Kelechi Oyelaran,CDM,10,1,46,Tackle,15.66,41.38,Complete,0.0
2519,4,Nasarawa United,Enyimba,Nasarawa United,Enyimba,Chidi Ojo,RW,21,1,47,Pass,12.28,0.0,Complete,0.0
2520,4,Nasarawa United,Enyimba,Enyimba,Nasarawa United,Joseph Balogun,RW,5,1,48,Tackle,63.25,28.92,Complete,0.0
2521,4,Nasarawa United,Enyimba,Enyimba,Nasarawa United,Joseph Balogun,RW,5,1,51,Dangerous Pass,70.07,14.49,Complete,0.0
2522,4,Nasarawa United,Enyimba,Enyimba,Nasarawa United,Chidi Chukwu,CAM,24,1,52,Progressive Pass,116.76,62.11,Incomplete,0.0
2523,4,Nasarawa United,Enyimba,Nasarawa United,Enyimba,Chidi Sanni,CB,27,1,56,Shot on Target,114.42,34.97,Off Target,0.416
2524,4,Nasarawa United,Enyimba,Enyimba,Nasarawa United,Adewale Usman,CDM,26,2,3,Successful Dribble,56.84,50.4,Complete,0.0
2525,4,Nasarawa United,Enyimba,Enyimba,Nasarawa United,Emmanuel Onuoha,CB,3,2,15,Pass,119.37,11.01,Incomplete,0.0
2526,4,Nasarawa United,Enyimba,Nasarawa United,Enyimba,Sani Ogbeide,LW,5,2,19,Dangerous Pass,88.01,78.89,Complete,0.0
2527,4,Nasarawa United,Enyimba,Enyimba,Nasarawa United,Yusuf Ibrahim,CDM,29,2,31,Corner,117.73,54.3,Complete,0.0
2528,4,Nasarawa United,Enyimba,Enyimba,Nasarawa United,Kelechi Ekong,ST,10,2,34,Progressive Pass,64.55,41.83,Incomplete,0.0
2529,4,Nasarawa United,Enyimba,Enyimba,Nasarawa United,Kelechi Ekong,ST,10,2,40,Turnover,68.78,14.73,Complete,0.0
2530,4,Nasarawa United,Enyimba,Nasarawa United,Enyimba,Chidi Sanni,CB,27,2,42,Turnover,80.86,80.0,Complete,0.0
2531,4,Nasarawa United,Enyimba,Nasarawa United,Enyimba,Aliyu Nnamdi,CDM,14,2,47,Pass,48.32,54.8,Incomplete,0.0
2532,4,Nasarawa United,Enyimba,Enyimba,Nasarawa United,Wale Effiong,CB,11,3,27,Pass,63.18,62.77,Complete,0.0
2533,4,Nasarawa United,Enyimba,Enyimba,Nasarawa United,Yemi Yakubu,CDM,20,3,29,Pass,42.4,39.56,Complete,0.0
2534,4,Nasarawa United,Enyimba,Enyimba,Nasarawa United,Chidi Chukwu,CAM,24,3,52,Offside,83.38,23.63,Complete,0.0
2535,4,Nasarawa United,Enyimba,Enyimba,Nasarawa United,Chibuzor Nnamdi,CAM,9,3,55,Foul,53.34,11.07,Complete,0.0
2536,4,Nasarawa United,Enyimba,Nasarawa United,Enyimba,Samuel Nwankwo,ST,28,3,57,Pass,83.21,27.33,Complete,0.0
2537,4,Nasarawa United,Enyimba,Nasarawa United,Enyimba,Olamide Abubakar,CDM,17,4,4,Turnover,57.37,21.45,Complete,0.0
2538,4,Nasarawa United,Enyimba,Enyimba,Nasarawa United,Chibuzor Nnamdi,CAM,9,4,10,Progressive Pass,19.67,13.29,Complete,0.0
2539,4,Nasarawa United,Enyimba,Nasarawa United,Enyimba,Olamide Abubakar,CDM,17,4,26,Tackle,67.51,54.22,Complete,0.0
2540,4,Nasarawa United,Enyimba,Enyimba,Nasarawa United,Wale Effiong,CB,11,4,35,Pass,5.15,45.34,Complete,0.0
2541,4,Nasarawa United,Enyimba,Enyimba,Nasarawa United,Godwin Sanni,LW,8,4,38,Pass,4.93,26.62,Incomplete,0.0
2542,4,Nasarawa United,Enyimba,Nasarawa United,Enyimba,Sani Ibrahim,ST,8,4,48,Pass,22.97,51.58,Complete,0.0
2543,4,Nasarawa United,Enyimba,Nasarawa United,Enyimba,Sani Ogbeide,LW,5,4,48,Shot on Target,119.05,58.55,On Target,0.294
2544,4,Nasarawa United,Enyimba,Nasarawa United,Enyimba,Yusuf Sanni,CDM,1,5,2,Dangerous Pass,73.32,46.69,Complete,0.0
2545,4,Nasarawa United,Enyimba,Enyimba,Nasarawa United,Chibuzor Nnamdi,CAM,9,5,6,Pass,83.4,59.01,Incomplete,0.0
2546,4,Nasarawa United,Enyimba,Enyimba,Nasarawa United,Chibuzor Nnamdi,CAM,9,5,15,Pass,89.43,35.72,Complete,0.0
2547,4,Nasarawa United,Enyimba,Nasarawa United,Enyimba,Chidi Usman,CDM,2,5,19,Pass,3.23,36.37,Incomplete,0.0
2548,4,Nasarawa United,Enyimba,Nasarawa United,Enyimba,Sani Ibrahim,ST,8,5,24,Foul,79.91,9.82,Complete,0.0
2549,4,Nasarawa United,Enyimba,Nasarawa United,Enyimba,Chidi Ojo,RW,21,5,39,Interception,54.8,80.0,Complete,0.0
2550,4,Nasarawa United,Enyimba,Nasarawa United,Enyimba,Emmanuel Oyelaran,CB,19,5,45,Successful Dribble,37.7,8.63,Complete,0.0
2551,4,Nasarawa United,Enyimba,Enyimba,Nasarawa United,Chidi Adeyemi,RB,16,5,48,Dangerous Pass,83.85,64.39,Complete,0.0
2552,4,Nasarawa United,Enyimba,Enyimba,Nasarawa United,Yusuf Ibrahim,CDM,29,5,52,Shot,93.02,49.07,Off Target,0.184
